#id  z  band  RA  DEC  qso_mag  host_mag  sersic_index  reff_arcsec  reduced_chisq
094145.26-003517.4    0.569 R    145.438613892  -0.588172972   19.80   20.55  3.22  0.84  1.15
153547.13+432245.0    0.639 G    233.946395874  43.379173279   19.18   22.09  5.17  2.94  1.20
095915.20+031617.4    0.461 R    149.813369751   3.271519899   19.90   20.34  4.16  0.65  1.10
153919.13+434051.5    0.624 I    234.829742432  43.680992127   18.96   19.71  3.47  0.85  5.36
095823.73+011235.7    0.505 R    149.598907471   1.209936976   19.84   20.01  7.00  0.81  1.20
153547.13+432245.0    0.639 R    233.946395874  43.379173279   19.32   20.75  5.17  2.88  1.13
154109.84+415650.8    0.612 I    235.291030884  41.947448730   18.89   20.25  0.64  0.64  1.46
100855.13+025911.7    0.514 I    152.229736328   2.986583948   19.66   19.57  4.42  1.03  1.21
095220.93+021626.7    0.499 R    148.087219238   2.274104118   19.72   20.15  2.65  0.92  1.28
154109.84+415650.8    0.612 G    235.291030884  41.947448730   18.99   21.91  1.24  0.94  1.56
155007.30+423859.5    0.637 I    237.530456543  42.649875641   20.30   21.33  0.82  0.75  1.41
153919.13+434051.5    0.624 G    234.829742432  43.680992127   18.65   21.39  4.07  1.15  1.79
100855.13+025911.7    0.514 G    152.229736328   2.986583948   19.68   21.80  5.02  1.33  1.16
160354.11+422218.6    0.619 I    240.975463867  42.371860504   20.39   20.93  0.90  1.15  1.85
095625.93-000353.0    0.512 G    149.108078003  -0.064746000   18.42   21.05  3.20  1.12  1.21
154109.84+415650.8    0.612 R    235.291030884  41.947448730   19.05   20.61  1.24  0.50  1.24
155007.30+423859.5    0.637 G    237.530456543  42.649875641   20.21   22.82  1.42  0.94  1.22
160354.11+422218.6    0.619 G    240.975463867  42.371860504   19.91   22.25  1.15  1.40  1.06
100855.13+025911.7    0.514 R    152.229736328   2.986583948   19.50   20.71  3.96  1.33  1.05
153919.13+434051.5    0.624 R    234.829742432  43.680992127   19.09   20.38  4.07  0.55  1.77
160354.11+422218.6    0.619 R    240.975463867  42.371860504   20.06   21.56  0.74  1.22  1.10
155007.30+423859.5    0.637 R    237.530456543  42.649875641   20.40   22.29  0.51  0.87  1.14
100058.40+000531.2    0.546 I    150.243347168   0.092009999   19.62   20.02  1.07  0.74  1.29
095311.61+033821.4    0.419 R    148.298416138   3.639278889   18.87   19.67  1.58  1.11  1.08
095625.93-000353.0    0.512 R    149.108078003  -0.064746000   18.71   19.88  3.20  1.12  1.60
100529.98-004152.6    0.471 I    151.374923706  -0.697972000   19.91   19.89  3.29  0.89  1.41
100058.40+000531.2    0.546 G    150.243347168   0.092009999   19.62   21.39  1.67  0.47  1.05
113712.85-003922.0    0.570 I    174.303573608  -0.656130016   19.47   19.60  2.02  2.12  3.73
113712.85-003922.0    0.570 G    174.303573608  -0.656130016   19.38   21.28  2.62  1.82  1.44
100529.98-004152.6    0.471 G    151.374923706  -0.697972000   20.20   21.84  3.89  0.96  1.03
220017.37-000133.9    0.612 I    330.072387695  -0.026108000   20.00   19.89  3.13  1.00  1.09
113712.85-003922.0    0.570 R    174.303573608  -0.656130016   19.32   20.44  1.42  2.29  1.39
220017.37-000133.9    0.612 G    330.072387695  -0.026108000   19.82   22.12  3.73  1.30  1.00
220017.37-000133.9    0.612 R    330.072387695  -0.026108000   19.88   20.91  2.53  1.15  1.04
114347.11-005448.7    0.518 I    175.946319580  -0.913533986   19.53   19.92  3.51  0.57  2.61
100529.98-004152.6    0.471 R    151.374923706  -0.697972000   20.36   20.42  3.89  0.94  1.10
220946.73-003535.5    0.634 I    332.444732666  -0.593205988   19.22   22.01  0.30  0.94  3.69
100058.40+000531.2    0.546 R    150.243347168   0.092009999   19.69   20.70  1.34  0.69  1.07
220946.73-003535.5    0.634 G    332.444732666  -0.593205988   19.62   23.73  0.90  0.98  1.08
114347.11-005448.7    0.518 G    175.946319580  -0.913533986   19.15   20.93  4.11  0.33  1.24
220946.73-003535.5    0.634 R    332.444732666  -0.593205988   19.43   22.93  0.30  0.94  1.22
115122.71+010215.4    0.468 I    177.844635010   1.037616014   19.47   19.48  3.83  0.89  1.88
115122.71+010215.4    0.468 G    177.844635010   1.037616014   19.45   21.27  4.43  1.19  1.27
114347.11-005448.7    0.518 R    175.946319580  -0.913533986   19.49   20.46  4.11  0.78  1.26
115211.18+000644.6    0.417 I    178.046615601   0.112414002   19.75   20.62  1.79  0.48  1.38
115122.71+010215.4    0.468 R    177.844635010   1.037616014   19.60   19.99  4.01  1.09  1.48
115412.76+010133.4    0.489 I    178.553192139   1.025967956   18.75   19.87  1.18  1.05  3.62
221907.95+004023.3    0.614 I    334.783142090   0.673147023   20.10   20.90  0.59  0.67  2.00
115211.18+000644.6    0.417 G    178.046615601   0.112414002   19.53     -99  2.07  0.18  1.30
115412.76+010133.4    0.489 G    178.553192139   1.025967956   18.76   21.20  1.78  0.83  1.64
221907.95+004023.3    0.614 G    334.783142090   0.673147023   20.56   22.78  1.20  0.97  1.25
115240.52-003004.3    0.552 I    178.168853760  -0.501204014   20.17   19.22  2.66  0.94  4.69
114222.52+012443.8    0.481 I    175.593841553   1.412179947   19.11   19.62  0.86  0.90  4.10
115412.76+010133.4    0.489 R    178.553192139   1.025967956   18.73   20.40  1.17  1.06  3.43
115211.18+000644.6    0.417 R    178.046615601   0.112414002   19.76   21.28  2.35  0.60  1.12
221907.95+004023.3    0.614 R    334.783142090   0.673147023   20.40   21.70  0.77  0.67  1.25
115240.52-003004.3    0.552 G    178.168853760  -0.501204014   19.79   20.86  3.26  0.64  1.18
115156.31+011905.5    0.589 I    177.984649658   1.318212986   19.61   20.14  3.27  0.90  1.83
114222.52+012443.8    0.481 G    175.593841553   1.412179947   18.89   23.15  0.30  1.20  1.46
120644.82-012737.1    0.509 I    181.686782837  -1.460315943   18.60   19.75  6.55  0.73  1.87
120053.03+012605.9    0.452 I    180.220993042   1.434998035   18.94   19.33  6.95  1.20  3.34
120601.16+013407.4    0.509 I    181.504852295   1.568740964   18.86   19.57  0.70  1.21  1.55
120644.82-012737.1    0.509 G    181.686782837  -1.460315943   18.53   21.97  7.00  1.03  1.19
120806.89-013509.7    0.480 I    182.028747559  -1.586035013   19.09   21.56  0.97  0.45  1.43
115240.52-003004.3    0.552 R    178.168853760  -0.501204014   20.08   19.79  3.04  0.78  2.24
221951.03+010310.2    0.636 I    334.962646484   1.052837968   20.64   19.44  0.86  0.92  6.62
120806.89-013509.7    0.480 G    182.028747559  -1.586035013   19.14   22.12  1.57  0.21  1.06
120601.16+013407.4    0.509 G    181.504852295   1.568740964   18.58   24.32  0.30  1.51  1.90
120644.82-012737.1    0.509 R    181.686782837  -1.460315943   18.51   20.84  7.00  0.72  1.15
115449.42+013443.5    0.469 I    178.705932617   1.578753948   18.70   19.37  2.91  2.75  1.59
120806.89-013509.7    0.480 R    182.028747559  -1.586035013   19.22   21.35  0.37  0.15  1.39
222515.32+010340.4    0.607 I    336.313873291   1.061226010   19.92   19.98  4.72  1.00  1.70
120053.03+012605.9    0.452 G    180.220993042   1.434998035   18.93   22.16  6.97  1.50  1.03
120601.16+013407.4    0.509 R    181.504852295   1.568740964   18.85   20.45  0.39  1.30  1.47
222030.08-002216.2    0.602 I    335.125366211  -0.371179998   21.01   20.46  6.72  1.69  1.32
221951.03+010310.2    0.636 G    334.962646484   1.052837968   20.60   21.47  0.82  0.91  1.42
222029.54+004401.3    0.621 I    335.123107910   0.733711004   18.70   20.80  2.13  1.26  3.13
115156.31+011905.5    0.589 G    177.984649658   1.318212986   19.52   21.98  3.30  1.02  1.25
120620.51-003852.1    0.566 I    181.585494995  -0.647821009   18.72   20.78  4.19  1.70 11.44
222515.32+010340.4    0.607 G    336.313873291   1.061226010   20.36   20.59  5.11  0.70  2.48
120619.12-010027.3    0.539 I    181.579681397  -1.007606983   19.96   19.90  6.91  0.89  1.42
114222.52+012443.8    0.481 R    175.593841553   1.412179947   19.01   20.06  1.23  0.88  1.34
222515.32+010340.4    0.607 R    336.313873291   1.061226010   19.96   21.01  5.32  1.14  1.21
115449.42+013443.5    0.469 G    178.705932617   1.578753948   19.09   21.58  2.88  3.05  1.08
120053.03+012605.9    0.452 R    180.220993042   1.434998035   19.07   19.97  6.89  1.50  1.35
121601.74-010226.5    0.402 I    184.007263184  -1.040704012   20.14   18.84  2.77  1.59  3.02
222030.08-002216.2    0.602 G    335.125366211  -0.371179998   22.09   22.85  6.12  1.99  1.08
221951.03+010310.2    0.636 R    334.962646484   1.052837968   20.63   20.16  0.87  0.91  2.29
121601.74-010226.5    0.402 G    184.007263184  -1.040704012   19.95   20.29  2.17  1.51  1.47
121224.34-015246.3    0.429 I    183.101455689  -1.879552960   18.97   18.87  4.46  2.18  1.95
120620.51-003852.1    0.566 G    181.585494995  -0.647821009   18.66   22.01  4.46  2.00  5.41
222532.86+005714.7    0.625 I    336.386932373   0.954092979   19.60   20.15  0.80  1.47  4.07
115156.31+011905.5    0.589 R    177.984649658   1.318212986   19.70   20.94  3.68  0.66  1.41
222029.54+004401.3    0.621 G    335.123107910   0.733711004   18.73   28.14  2.41  1.56  1.73
121601.74-010226.5    0.402 R    184.007263184  -1.040704012   20.07   19.28  2.52  1.64  2.00
121224.34-015246.3    0.429 G    183.101455689  -1.879552960   18.97     -99  3.86  2.48  2.50
120619.12-010027.3    0.539 G    181.579681397  -1.007606983   19.62   22.22  6.96  1.19  1.36
222532.86+005714.7    0.625 G    336.386932373   0.954092979   19.92   21.41  1.40  1.20  1.25
120620.51-003852.1    0.566 R    181.585494995  -0.647821009   18.76   21.29  3.60  1.97  9.92
223953.65-004112.2    0.620 I    339.973571777  -0.686725020   19.94   20.08  1.01  0.70  1.10
115449.42+013443.5    0.469 R    178.705932617   1.578753948   18.89   20.21  2.31  2.96  1.08
121649.85+015248.6    0.467 I    184.207717895   1.880172014   20.34   19.85  3.29  0.87  1.36
223953.65-004112.2    0.620 G    339.973571777  -0.686725020   20.37   22.16  1.61  0.72  1.15
224103.97-005015.5    0.621 I    340.266571045  -0.837646007   19.32   21.13  0.42  0.76  1.65
222030.08-002216.2    0.602 R    335.125366211  -0.371179998   21.66   21.50  6.27  1.45  1.08
222029.54+004401.3    0.621 R    335.123107910   0.733711004   18.69   21.95  1.92  1.51  1.77
223953.65-004112.2    0.620 R    339.973571777  -0.686725020   20.12   21.00  0.88  0.76  1.32
224103.97-005015.5    0.621 G    340.266571045  -0.837646007   19.29   22.80  0.30  1.00  1.42
122004.37-002539.0    0.421 I    185.018218994  -0.427511990   18.94   19.70  6.46  0.11  1.86
121224.34-015246.3    0.429 R    183.101455689  -1.879552960   19.01   19.45  3.86  2.48  1.46
224103.97-005015.5    0.621 R    340.266571045  -0.837646007   19.33   22.24  0.30  0.88  2.12
122345.68-020501.9    0.541 I    185.940338135  -2.083869934   18.55   21.04  6.90  1.40  1.09
122433.34+001415.9    0.573 I    186.138931274   0.237757996   19.27   19.33  4.22  1.03  1.83
224801.66-000004.7    0.641 I    342.006958008  -0.001331000   19.52   20.09  1.66  1.48  2.67
222532.86+005714.7    0.625 R    336.386932373   0.954092979   19.74   20.86  0.69  1.50  1.95
122004.37-002539.0    0.421 G    185.018218994  -0.427511990   19.42   21.20  7.00  0.41  1.21
224801.66-000004.7    0.641 G    342.006958008  -0.001331000   19.61   21.88  1.28  1.78  1.21
121649.85+015248.6    0.467 G    184.207717895   1.880172014   20.11   21.82  3.89  1.17  1.04
122433.34+001415.9    0.573 G    186.138931274   0.237757996   19.55   20.66  4.82  1.08  1.27
120619.12-010027.3    0.539 R    181.579681397  -1.007606983   19.90   20.66  6.98  1.09  1.12
224532.52+005857.9    0.649 I    341.385528565   0.982756972   20.78   20.98  2.94  1.10  1.18
224801.66-000004.7    0.641 R    342.006958008  -0.001331000   19.63   20.95  1.22  1.71  1.56
122515.31-022237.2    0.436 I    186.313796997  -2.377002001   18.84   19.72  0.89  0.78  1.37
122433.34+001415.9    0.573 R    186.138931274   0.237757996   19.46   20.02  3.92  1.00  1.26
224532.52+005857.9    0.649 G    341.385528565   0.982756972   20.81   23.15  3.54  1.40  1.02
122004.37-002539.0    0.421 R    185.018218994  -0.427511990   19.03   21.22  5.95  0.41  1.38
122515.31-022237.2    0.436 G    186.313796997  -2.377002001   18.62   22.01  1.49  1.08  1.05
122345.68-020501.9    0.541 G    185.940338135  -2.083869934   19.42   21.65  6.96  1.10  1.01
224532.52+005857.9    0.649 R    341.385528565   0.982756972   20.97   22.08  3.31  1.37  1.01
122515.31-022237.2    0.436 R    186.313796997  -2.377002001   18.78   20.37  0.69  0.80  1.09
225530.31+003644.1    0.611 I    343.876312256   0.612258971   20.52   21.03  0.78  1.09  1.87
225530.31+003644.1    0.611 G    343.876312256   0.612258971   20.75   22.65  1.38  1.39  1.08
122727.47-012158.1    0.456 I    186.864486694  -1.366165996   20.45   20.05  6.81  2.52  1.17
121649.85+015248.6    0.467 R    184.207717895   1.880172014   20.52   20.64  2.69  0.88  1.09
122909.52-003530.0    0.450 I    187.289688110  -0.591691017   18.66   19.41  7.00  1.13  1.43
225530.31+003644.1    0.611 R    343.876312256   0.612258971   20.77   21.84  0.54  1.20  1.61
122345.68-020501.9    0.541 R    185.940338135  -2.083869934   18.93   21.96  6.83  1.10  1.01
122727.47-012158.1    0.456 G    186.864486694  -1.366165996   20.68   21.70  7.00  2.22  1.00
122909.52-003530.0    0.450 G    187.289688110  -0.591691017   18.47   21.15  7.00  1.43  1.30
122727.47-012158.1    0.456 R    186.864486694  -1.366165996   20.94   20.87  6.32  2.82  1.05
122909.52-003530.0    0.450 R    187.289688110  -0.591691017   18.51   20.35  7.00  1.43  1.31
122617.38-015955.2    0.584 I    186.572418213  -1.998692989   19.26   20.67  0.83  0.52  1.09
122617.38-015955.2    0.584 G    186.572418213  -1.998692989   19.16   22.54  1.43  0.82  1.06
230759.34+002410.5    0.630 I    346.997253418   0.402936012   19.87   20.37  4.91  0.98  1.22
230759.34+002410.5    0.630 G    346.997253418   0.402936012   19.96   22.57  4.92  1.28  1.02
230524.70+003624.8    0.607 I    346.352935791   0.606904983   18.93   20.36  0.69  0.69  1.61
123128.60+013524.0    0.525 I    187.869171143   1.590018034   19.29   20.39  2.35  0.26  1.37
122617.38-015955.2    0.584 R    186.572418213  -1.998692989   19.26   21.28  1.07  0.58  1.24
230759.34+002410.5    0.630 R    346.997253418   0.402936012   20.09   21.36  5.51  0.73  0.97
123742.97-003330.8    0.416 I    189.429077148  -0.558557987   18.73   18.87  5.39  0.79  2.60
124209.07+011155.4    0.474 I    190.537826538   1.198744059   22.64   19.02  6.16  0.35  1.13
230524.70+003624.8    0.607 G    346.352935791   0.606904983   19.29   21.24  1.29  0.78  1.34
123128.60+013524.0    0.525 G    187.869171143   1.590018034   19.28   21.39  1.75  0.10  1.26
232254.33-001822.1    0.623 I    350.726409912  -0.306145012   19.68   20.79  3.90  0.35  1.14
124209.07+011155.4    0.474 G    190.537826538   1.198744059   21.52   20.99  6.48  0.26  1.09
123742.97-003330.8    0.416 G    189.429077148  -0.558557987   18.74   20.83  5.99  1.09  1.40
124209.07+011155.4    0.474 R    190.537826538   1.198744059   22.62   19.62  6.75  0.35  1.12
124930.50+011653.3    0.592 I    192.377120972   1.281484008   19.99   20.00  3.22  0.23  1.15
230657.91-000325.2    0.616 I    346.741333008  -0.057016000   20.06   21.02  3.41  0.42  1.24
230524.70+003624.8    0.607 R    346.352935791   0.606904983   19.12   20.88  0.78  0.72  1.36
123128.60+013524.0    0.525 R    187.869171143   1.590018034   19.93   20.02  1.75  0.10  1.54
232254.33-001822.1    0.623 G    350.726409912  -0.306145012   19.67   22.63  4.50  0.14  1.28
124357.13-005437.3    0.575 I    190.988052368  -0.910368979   18.92   20.83  3.13  0.98  1.40
123742.97-003330.8    0.416 R    189.429077148  -0.558557987   18.70   19.48  5.99  1.03  1.93
123451.74-012540.8    0.513 I    188.715606689  -1.428012013   19.27   19.57  6.98  1.68  3.78
124930.50+011653.3    0.592 G    192.377120972   1.281484008   19.53   21.61  3.82  0.53  1.43
232652.96-003012.6    0.606 I    351.720672607  -0.503506005   19.53   21.27  1.86  0.67  1.39
124357.13-005437.3    0.575 G    190.988052368  -0.910368979   19.44   21.74  3.73  0.68  1.38
232254.33-001822.1    0.623 R    350.726409912  -0.306145012   19.75   21.47  4.41  0.49  1.21
125629.48+002830.2    0.512 I    194.122848511   0.475071013   18.73   19.96  2.68  0.73  1.64
125256.91-001052.7    0.552 I    193.237136841  -0.181328997   19.82   19.91  3.18  1.14  1.09
232652.96-003012.6    0.606 G    351.720672607  -0.503506005   19.46   23.80  2.46  0.97  1.25
124930.50+011653.3    0.592 R    192.377120972   1.281484008   20.40   19.96  3.82  0.26  1.33
124357.13-005437.3    0.575 R    190.988052368  -0.910368979   18.98   34.50  3.73  0.68  3.58
125041.50-000525.5    0.490 I    192.672943115  -0.090428002   19.62   19.27  1.24  0.76  1.48
125629.48+002830.2    0.512 G    194.122848511   0.475071013   18.48   21.69  3.28  1.03  1.40
125256.91-001052.7    0.552 G    193.237136841  -0.181328997   19.83   22.03  3.78  1.23  1.16
232652.96-003012.6    0.606 R    351.720672607  -0.503506005   19.45   22.36  1.93  0.82  1.49
125256.91-001052.7    0.552 R    193.237136841  -0.181328997   19.76   20.77  3.78  1.44  1.18
232803.53-001656.3    0.634 I    352.014739990  -0.282317996   19.77   21.38  0.33  1.05  1.87
125629.48+002830.2    0.512 R    194.122848511   0.475071013   18.69   20.49  3.28  0.63  2.25
230657.91-000325.2    0.616 G    346.741333008  -0.057016000   20.50   22.71  4.01  0.59  1.00
232803.53-001656.3    0.634 G    352.014739990  -0.282317996   19.96   22.81  0.93  0.96  1.16
125041.50-000525.5    0.490 G    192.672943115  -0.090428002   20.03   20.85  1.84  0.60  1.25
123451.74-012540.8    0.513 G    188.715606689  -1.428012013   19.14   21.40  6.55  1.73  1.40
